specimen_id	image_path	box_id	rank	prompt_class	prompt_group	confidence	bbox_xyxy	area_fraction	center_x	center_y	aspect_ratio	is_text	is_auxiliary	duplicate_of	is_duplicate_suppressed	text_seed	auxiliary_seed
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0001	1	database label	text	0.84128702	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0002	2	annotation label	text	0.81297785	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0003	3	printed label	text	0.76432866	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0004	4	annotation label	text	0.50135803	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	True	False	Y0115	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0005	5	empty label	auxiliary	0.45818272	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0006	6	handwritten note	text	0.45713249	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	True	False		False	True	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0007	7	printed label	text	0.44012097	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	True	False	Y0115	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0008	8	database label	text	0.43668258	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	True	False	Y0115	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0009	9	database label	text	0.4342736	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	True	False	Y0006	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0010	10	type specimen label	text	0.42427546	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0011	11	empty label	auxiliary	0.42361847	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0012	12	barcode label	text	0.40336531	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0013	13	blank paper label	auxiliary	0.31292376	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	False	True	Y0005	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0014	14	primary specimen label	text	0.3063795	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0015	15	herbarium stamp	text	0.29126036	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0016	16	institution logo	auxiliary	0.27547315	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0017	17	blank paper label	auxiliary	0.2614359	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	False	True	Y0011	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0018	18	printed label	text	0.24937387	[4140, 7082, 5599, 7434]	0.01081306515260847	0.8103677816608421	0.9182692307692307	4.144886363636363	True	False	Y0268	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0019	19	annotation label	text	0.24466884	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	True	False	Y0006	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0020	20	empty label	auxiliary	0.21576229	[252, 4695, 546, 5040]	0.0021355871051722012	0.06640039940089865	0.6158274291497976	0.8521739130434782	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0021	21	type specimen label	text	0.21543181	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	True	False	Y0006	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0022	22	herbarium stamp	text	0.19748843	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	True	False	Y0115	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0023	23	barcode label	text	0.19380976	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	True	False	Y0115	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0024	24	color calibration chart	auxiliary	0.1916602	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	False	True	Y0011	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0025	25	type specimen label	text	0.18917607	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	True	False	Y0115	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0026	26	colour chart	auxiliary	0.18415162	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	False	True	Y0005	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0027	27	annotation label	text	0.17605349	[4113, 6071, 5510, 6197]	0.0037061058210255465	0.8007155932767516	0.7760627530364372	11.087301587301587	True	False	Y0211	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0028	28	color calibration chart	auxiliary	0.17195678	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	False	True	Y0005	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0029	29	empty label	auxiliary	0.16455226	[239, 821, 532, 1167]	0.0021344922562175628	0.06415376934598103	0.1257591093117409	0.846820809248555	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0030	30	color calibration chart	auxiliary	0.14130409	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	False	True	Y0016	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0031	31	annotation label	text	0.13540369	[4140, 7082, 5599, 7434]	0.01081306515260847	0.8103677816608421	0.9182692307692307	4.144886363636363	True	False	Y0268	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0032	32	colour bar	auxiliary	0.13265342	[252, 4695, 546, 5040]	0.0021355871051722012	0.06640039940089865	0.6158274291497976	0.8521739130434782	False	True	Y0020	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0033	33	catalog number	text	0.12845273	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False	Y0045	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0034	34	institution logo	auxiliary	0.12455129	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	False	True	Y0011	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0035	35	barcode label	text	0.12160882	[4205, 7670, 4881, 7741]	0.0010105455851310754	0.7560326177400566	0.9748861336032388	9.52112676056338	True	False	Y0097	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0036	36	primary specimen label	text	0.11434883	[2877, 7216, 3546, 7467]	0.0035354988771902876	0.5344483275087369	0.9288335020242915	2.6653386454183265	True	False	Y0115	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0037	37	colour bar	auxiliary	0.11414595	[239, 821, 532, 1167]	0.0021344922562175628	0.06415376934598103	0.1257591093117409	0.846820809248555	False	True	Y0029	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0038	38	color checker	auxiliary	0.11219079	[2637, 866, 5151, 4912]	0.21416180385292508	0.6480279580629057	0.3655111336032389	0.6213544241225902	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0039	39	herbarium stamp	text	0.10919127	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	True	False	Y0006	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0040	40	primary specimen label	text	0.10414657	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	True	False	Y0006	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0041	41	color checker	auxiliary	0.10380335	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	False	True	Y0005	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0042	42	printed label	text	0.10235921	[4205, 7670, 4881, 7741]	0.0010105455851310754	0.7560326177400566	0.9748861336032388	9.52112676056338	True	False	Y0097	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0043	43	blank paper label	auxiliary	0.09950712	[252, 4695, 546, 5040]	0.0021355871051722012	0.06640039940089865	0.6158274291497976	0.8521739130434782	False	True	Y0020	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0044	44	printed label	text	0.09675737	[4113, 6071, 5510, 6197]	0.0037061058210255465	0.8007155932767516	0.7760627530364372	11.087301587301587	True	False	Y0211	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0045	45	handwritten note	text	0.09618637	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	True	False		False	True	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0046	46	blank paper label	auxiliary	0.08994238	[239, 821, 532, 1167]	0.0021344922562175628	0.06415376934598103	0.1257591093117409	0.846820809248555	False	True	Y0029	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0047	47	color bar	auxiliary	0.08979215	[252, 4695, 546, 5040]	0.0021355871051722012	0.06640039940089865	0.6158274291497976	0.8521739130434782	False	True	Y0020	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0048	48	catalog number	text	0.08773734	[4016, 5969, 5619, 7835]	0.0629790385272294	0.8017140955233816	0.8732287449392713	0.8590568060021436	True	False	Y0006	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0049	49	blank paper label	auxiliary	0.08760514	[438, 7020, 604, 7185]	0.0005766906320680922	0.08670327841570977	0.8985956477732794	1.006060606060606	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0050	50	color calibration chart	auxiliary	0.08599069	[1390, 827, 4629, 5536]	0.3211371160196278	0.500832085205525	0.4025177125506073	0.687831811424931	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0051	51	calibration color map	auxiliary	0.08536718	[1390, 827, 4629, 5536]	0.3211371160196278	0.500832085205525	0.4025177125506073	0.687831811424931	False	True	Y0050	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0052	52	printed label	text	0.08339727	[4123, 7105, 5614, 7465]	0.011301367786377114	0.810201364619737	0.9216852226720648	4.141666666666667	True	False	Y0213	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0053	53	color checker	auxiliary	0.08179344	[980, 7319, 2008, 7620]	0.006514940814149895	0.24862705941088367	0.9450278340080972	3.4152823920265782	False	True	Y0011	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0054	54	printed label	text	0.08108041	[4087, 6110, 5549, 6422]	0.00960401503008645	0.8017973040439341	0.7927631578947368	4.685897435897436	True	False	Y0284	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0055	55	blank paper label	auxiliary	0.07775258	[428, 5614, 595, 5778]	0.0005766485224929138	0.08512231652521218	0.7206477732793523	1.0182926829268293	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0056	56	color checker	auxiliary	0.07491294	[1390, 827, 4629, 5536]	0.3211371160196278	0.500832085205525	0.4025177125506073	0.687831811424931	False	True	Y0050	True	False	False
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0057	57	blank paper label	auxiliary	0.07048252	[434, 5963, 594, 6133]	0.0005726902224261448	0.08553835912797471	0.7651821862348178	0.9411764705882353	False	True		False	False	True
H.1084145	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0190_H.1084145.jpg	Y0058	58	colour chart	auxiliary	0.07020175	[2, 5032, 595, 7903]	0.03584583903496981	0.049675486769845234	0.8182565789473685	0.20654824103099964	False	True		False	False	True
