new250_task_id	specimen_id	jpegURL	target_path	jsonURL	occurrenceID
9	L_0004873	https://zenodo.org/record/1486752/files/L  0004873.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0010_L_0004873.jpg	https://zenodo.org/record/1486752/files/L  0004873.json	9	509	L_0004873	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0010_L_0004873.jpg	data_rds/02_raw_images/new250/new250_row0010_L_0004873.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0010_L_0004873.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0010_L_0004873.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0010_L_0004873.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0010_L_0004873.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0010_L_0004873.jpg	http://dx.doi.org/10.5281/zenodo.1486752	https://zenodo.org/record/1486752/files/L  0004873.jpg	https://zenodo.org/record/1486752/files/L  0004873.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200004873
43	EIG.7313	https://zenodo.org/record/1485288/files/EIG.7313.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0044_EIG.7313.jpg	https://zenodo.org/record/1485288/files/EIG.7313.json	43	543	EIG.7313	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0044_EIG.7313.jpg	data_rds/02_raw_images/new250/new250_row0044_EIG.7313.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0044_EIG.7313.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0044_EIG.7313.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0044_EIG.7313.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0044_EIG.7313.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0044_EIG.7313.jpg	http://dx.doi.org/10.5281/zenodo.1485288	https://zenodo.org/record/1485288/files/EIG.7313.jpg	https://zenodo.org/record/1485288/files/EIG.7313.json	http://id.luomus.fi/EIG.7313
82	L_0044240	https://zenodo.org/record/1486776/files/L  0044240.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0083_L_0044240.jpg	https://zenodo.org/record/1486776/files/L  0044240.json	82	582	L_0044240	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0083_L_0044240.jpg	data_rds/02_raw_images/new250/new250_row0083_L_0044240.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0083_L_0044240.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0083_L_0044240.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0083_L_0044240.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0083_L_0044240.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0083_L_0044240.jpg	http://dx.doi.org/10.5281/zenodo.1486776	https://zenodo.org/record/1486776/files/L  0044240.jpg	https://zenodo.org/record/1486776/files/L  0044240.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200044240
111	L_0059912	https://zenodo.org/record/1486794/files/L  0059912.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0112_L_0059912.jpg	https://zenodo.org/record/1486794/files/L  0059912.json	111	611	L_0059912	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0112_L_0059912.jpg	data_rds/02_raw_images/new250/new250_row0112_L_0059912.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0112_L_0059912.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0112_L_0059912.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0112_L_0059912.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0112_L_0059912.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0112_L_0059912.jpg	http://dx.doi.org/10.5281/zenodo.1486794	https://zenodo.org/record/1486794/files/L  0059912.jpg	https://zenodo.org/record/1486794/files/L  0059912.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200059912
118	L_0039590	https://zenodo.org/record/1486770/files/L  0039590.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0119_L_0039590.jpg	https://zenodo.org/record/1486770/files/L  0039590.json	118	618	L_0039590	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0119_L_0039590.jpg	data_rds/02_raw_images/new250/new250_row0119_L_0039590.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0119_L_0039590.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0119_L_0039590.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0119_L_0039590.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0119_L_0039590.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0119_L_0039590.jpg	http://dx.doi.org/10.5281/zenodo.1486770	https://zenodo.org/record/1486770/files/L  0039590.jpg	https://zenodo.org/record/1486770/files/L  0039590.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200039590
128	L_0007231	https://zenodo.org/record/1486754/files/L  0007231.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0129_L_0007231.jpg	https://zenodo.org/record/1486754/files/L  0007231.json	128	628	L_0007231	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0129_L_0007231.jpg	data_rds/02_raw_images/new250/new250_row0129_L_0007231.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0129_L_0007231.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0129_L_0007231.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0129_L_0007231.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0129_L_0007231.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0129_L_0007231.jpg	http://dx.doi.org/10.5281/zenodo.1486754	https://zenodo.org/record/1486754/files/L  0007231.jpg	https://zenodo.org/record/1486754/files/L  0007231.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200007231
159	L_0052013	https://zenodo.org/record/1486788/files/L  0052013.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0160_L_0052013.jpg	https://zenodo.org/record/1486788/files/L  0052013.json	159	659	L_0052013	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0160_L_0052013.jpg	data_rds/02_raw_images/new250/new250_row0160_L_0052013.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0160_L_0052013.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0160_L_0052013.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0160_L_0052013.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0160_L_0052013.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0160_L_0052013.jpg	http://dx.doi.org/10.5281/zenodo.1486788	https://zenodo.org/record/1486788/files/L  0052013.jpg	https://zenodo.org/record/1486788/files/L  0052013.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200052013
168	L_0007337	https://zenodo.org/record/1486756/files/L  0007337.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0169_L_0007337.jpg	https://zenodo.org/record/1486756/files/L  0007337.json	168	668	L_0007337	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0169_L_0007337.jpg	data_rds/02_raw_images/new250/new250_row0169_L_0007337.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0169_L_0007337.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0169_L_0007337.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0169_L_0007337.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0169_L_0007337.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0169_L_0007337.jpg	http://dx.doi.org/10.5281/zenodo.1486756	https://zenodo.org/record/1486756/files/L  0007337.jpg	https://zenodo.org/record/1486756/files/L  0007337.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200007337
174	L_0015432	https://zenodo.org/record/1486760/files/L  0015432.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0175_L_0015432.jpg	https://zenodo.org/record/1486760/files/L  0015432.json	174	674	L_0015432	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0175_L_0015432.jpg	data_rds/02_raw_images/new250/new250_row0175_L_0015432.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0175_L_0015432.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0175_L_0015432.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0175_L_0015432.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0175_L_0015432.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0175_L_0015432.jpg	http://dx.doi.org/10.5281/zenodo.1486760	https://zenodo.org/record/1486760/files/L  0015432.jpg	https://zenodo.org/record/1486760/files/L  0015432.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200015432
178	L_0014277	https://zenodo.org/record/1486758/files/L  0014277.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0179_L_0014277.jpg	https://zenodo.org/record/1486758/files/L  0014277.json	178	678	L_0014277	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0179_L_0014277.jpg	data_rds/02_raw_images/new250/new250_row0179_L_0014277.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0179_L_0014277.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0179_L_0014277.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0179_L_0014277.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0179_L_0014277.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0179_L_0014277.jpg	http://dx.doi.org/10.5281/zenodo.1486758	https://zenodo.org/record/1486758/files/L  0014277.jpg	https://zenodo.org/record/1486758/files/L  0014277.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200014277
