specimen_id	image_path	box_id	rank	prompt_class	prompt_group	confidence	bbox_xyxy	area_fraction	center_x	center_y	aspect_ratio	is_text	is_auxiliary	duplicate_of	is_duplicate_suppressed	text_seed	auxiliary_seed
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0001	1	annotation label	text	0.79188651	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	True	False	Y0029	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0002	2	herbarium stamp	text	0.75152463	[3840, 6959, 4665, 7642]	0.011921787740701736	0.7059262948207171	0.9304741269436656	1.2079062957540263	True	False	Y0021	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0003	3	database label	text	0.75026727	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	True	False	Y0029	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0004	4	printed label	text	0.68695855	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	True	False	Y0029	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0005	5	empty label	auxiliary	0.44874051	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	False	True		False	False	True
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0006	6	type specimen label	text	0.39949474	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	True	False	Y0029	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0007	7	annotation label	text	0.39623877	[2522, 7017, 3148, 7164]	0.0019469661501838682	0.4706175298804781	0.9037088962528677	4.258503401360544	True	False	Y0285	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0008	8	herbarium stamp	text	0.36695477	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	True	False	Y0029	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0009	9	blank paper label	auxiliary	0.32243368	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	False	True	Y0005	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0010	10	printed label	text	0.32089964	[2508, 7018, 3158, 7160]	0.0019528479674639871	0.4702855245683931	0.9035177160336477	4.577464788732394	True	False	Y0285	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0011	11	barcode label	text	0.31096917	[1375, 7163, 2395, 7460]	0.006409488226040523	0.31291500664010624	0.9318761152179454	3.4343434343434343	True	False	Y0029	True	False	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0012	12	handwritten note	text	0.30106777	[3742, 5308, 5620, 7819]	0.09977208169615699	0.7770584329349269	0.8365409125669131	0.7479091995221028	True	False		False	True	False
EIG.6762	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0030_EIG.6762.jpg	Y0013	13	color calibration chart	auxiliary	0.29759213	[3840, 6959, 4665, 7642]	0.011921787740701736	0.7059262948207171	0.9304741269436656	1.2079062957540263	False	True		False	False	True
